IID	Region	FirstAA	LastAA	Closest	PcntC	BestAvg	PcntAvg	BestOdds	OddsB	2ndBestOdds	Odds2B	BestOddsInf	OddsBInf	2ndBestOddsInf	Odds2ndBInf	C	A	Odds	OddsInf	Call
254746	Asia	38	258	X03	3.3	B	3.6	B	-20	B	-27	B	-7	B	-10	X03	B	B	B	B
260532	Asia	30	247	X03	11.8	X03	12.2	B	-118	B	-120	B	-3	B	-3	X03	X03	B	B	B
262776	North America	1	301	X03	6.3	B	7	B	-69	B	-86	B	-17	X47	-20	X03	B	B	B	B
263230	Asia	1	560	X03	5.1	B	5.8	B	-58	B	-73	B	-13	B	-18	X03	B	B	B	B
263359	Asia	1	560	X03	4.3	X03	5	B	-50	B	-67	B	-10	X19	-18	X03	X03	B	B	B
263548	Asia	1	560	X03	6.2	X03	6.9	B	-67	B	-88	B	-13	D	-21	X03	X03	B	B	B
263560	Asia	1	560	X03	5	X03	5.8	B	-56	B	-68	B	-10	B	-16	X03	X03	B	B	B
263563	Asia	1	560	X03	4.4	X03	5	B	-45	B	-60	B	-12	B	-16	X03	X03	B	B	B
263788	Asia	1	560	X03	5.7	X03	6.4	B	-59	X12	-75	B	-16	X12	-24	X03	X03	B	B	B
265010	North America	1	341	X03	6.7	B	7.2	B	-71	X12	-87	B	-11	X19	-16	X03	B	B	B	B
265988	Europe	38	247	X03	3.9	X03	4.5	B	-31	B	-40	B	-9	B	-14	X03	X03	B	B	B
266352	Europe	38	247	X03	4.6	X03	5.2	B	-39	B	-49	B	-8	B	-10	X03	X03	B	B	B
266445	Europe	38	246	X03	4	B	4.4	B	-32	B	-36	B	-2	B	-3	X03	B	B	B	B
266775	Europe	38	247	X03	4.9	X03	5.5	B	-45	B	-52	B	-6	B	-8	X03	X03	B	B	B
266808	Europe	40	245	X03	5.3	X03	6	B	-44	B	-51	B	-8	B	-10	X03	X03	B	B	B
266909	Europe	38	241	X03	5.1	B	5.7	B	-40	B	-51	B	-10	X03	-12	X03	B	B	B	B
266940	Europe	38	247	X03	5.3	X03	5.9	B	-43	B	-53	B	-8	B	-10	X03	X03	B	B	B
267151	Europe	39	247	X03	5	X03	5.7	B	-37	B	-51	B	-12	X03	-14	X03	X03	B	B	B
267254	Europe	38	247	X03	5.4	X03	6.2	B	-39	B	-54	B	-6	X03	-7	X03	X03	B	B	B
267285	Europe	38	247	X03	3.9	B	4.2	B	-27	B	-28	B	-2	B	-2	X03	B	B	B	B
267463	Europe	36	335	X03	4.9	X03	6	B	-47	B	-63	B	-10	B	-16	X03	X03	B	B	B
267485	Europe	38	247	X03	5.3	X03	5.7	B	-41	B	-53	B	-6	B	-10	X03	X03	B	B	B
267530	Europe	38	247	X03	3.8	X03	4.6	B	-32	B	-41	B	-9	B	-12	X03	X03	B	B	B
267721	Europe	38	243	X03	2.8	X03	3.4	B	-23	B	-32	B	-6	X03	-7	X03	X03	B	B	B
269010	Europe	39	245	X03	6.7	B	7.1	B	-66	B	-67	B	-4	B	-5	X03	B	B	B	B
269032	Europe	40	238	X03	5	X03	5.3	B	-38	B	-46	B	-7	B	-10	X03	X03	B	B	B
269035	Europe	40	238	X03	5	X03	5.6	B	-48	B	-52	B	-5	X03	-6	X03	X03	B	B	B
269066	Europe	40	238	X03	5.2	X03	5.7	B	-44	X03	-54	B	-9	D	-12	X03	X03	B	B	B
269100	Europe	40	238	X03	4.3	X03	4.8	B	-32	B	-40	B	-8	B	-10	X03	X03	B	B	B
269188	Europe	40	238	X03	3.8	X03	4.3	B	-27	B	-34	B	-5	B	-6	X03	X03	B	B	B
269246	Europe	40	238	X03	4.1	B	4.7	B	-29	B	-32	B	-5	B	-5	X03	B	B	B	B
269266	Europe	40	238	X03	5	X03	5.6	B	-43	B	-54	B	-7	X47	-12	X03	X03	B	B	B
269314	Europe	40	238	X03	3.6	B	3.8	B	-28	B	-30	B	-4	B	-5	X03	B	B	B	B
269347	Europe	40	238	X03	4.8	X03	5.2	B	-35	B	-48	B	-4	B	-6	X03	X03	B	B	B
269457	Europe	40	238	X03	4.5	X03	4.8	B	-35	B	-48	B	-5	B	-6	X03	X03	B	B	B
269468	Europe	40	238	X03	3.8	X03	4.5	B	-27	B	-33	B	-5	B	-8	X03	X03	B	B	B
269488	Europe	40	238	X03	4.7	X03	5.2	B	-35	B	-47	B	-6	B	-10	X03	X03	B	B	B
269601	Europe	40	238	X03	4.1	B	4.6	B	-29	B	-36	B	-4	B	-4	X03	B	B	B	B
269703	Europe	40	238	X03	3.3	X03	3.8	B	-21	B	-26	B	-3	B	-4	X03	X03	B	B	B
269704	Europe	40	238	X03	5	X03	5.5	B	-36	B	-42	B	-6	X03	-7	X03	X03	B	B	B
269754	Europe	40	238	X03	4.8	X03	5.2	B	-40	B	-50	B	-7	X03	-9	X03	X03	B	B	B
269762	Europe	40	238	X03	4.7	X03	5.4	B	-35	B	-50	B	-11	B	-18	X03	X03	B	B	B
269829	Europe	40	237	X03	4.5	X03	5	B	-39	X12	-47	B	-6	X42	-7	X03	X03	B	B	B
269918	Europe	40	238	X03	4.1	X03	4.9	B	-31	B	-42	B	-6	B	-10	X03	X03	B	B	B
270075	Europe	40	238	X03	4.1	B	4.7	B	-36	B	-40	B	-9	X03	-9	X03	B	B	B	B
270079	Europe	40	238	X03	5.9	X03	6.4	B	-55	B	-68	B	-7	B	-10	X03	X03	B	B	B
270134	Europe	40	238	X03	4.8	X03	5.3	B	-40	B	-48	B	-7	X03	-11	X03	X03	B	B	B
270153	Europe	40	238	X03	3.6	X03	4.2	B	-23	B	-32	B	-7	B	-12	X03	X03	B	B	B
270273	Europe	40	238	X03	5.2	X03	5.7	B	-42	B	-54	B	-10	B	-12	X03	X03	B	B	B
270490	Europe	40	238	X03	4.3	X03	4.8	B	-32	B	-45	B	-6	B	-7	X03	X03	B	B	B
270521	Europe	40	238	X03	5.2	X03	6	B	-46	X03	-57	B	-10	D	-16	X03	X03	B	B	B
270533	Europe	40	238	X03	5.7	X03	5.9	B	-47	B	-56	B	-11	X03	-14	X03	X03	B	B	B
270550	Europe	40	238	X03	5.4	X03	6	B	-42	B	-56	B	-10	B	-12	X03	X03	B	B	B
270558	Europe	40	238	X03	5.2	X03	5.7	B	-43	B	-53	B	-4	B	-6	X03	X03	B	B	B
270608	Europe	40	238	X03	5.2	X03	5.8	B	-37	B	-44	B	-8	X03	-9	X03	X03	B	B	B
270634	Europe	40	238	X03	4.8	B	5.3	B	-34	B	-42	B	-8	B	-10	X03	B	B	B	B
270637	Europe	40	238	X03	4.8	X03	5.6	B	-39	B	-46	B	-9	B	-10	X03	X03	B	B	B
270640	Europe	40	238	X03	5	X03	5.5	B	-36	B	-42	B	-6	X03	-7	X03	X03	B	B	B
270792	Europe	40	238	X03	6.2	X03	7	B	-54	X12	-64	B	-9	B	-12	X03	X03	B	B	B
270894	Europe	40	238	X03	5.5	B	5.7	B	-38	B	-50	B	-5	B	-8	X03	B	B	B	B
270919	Europe	40	238	X03	4.1	B	4.6	B	-29	B	-37	B	-10	B	-13	X03	B	B	B	B
270933	Europe	40	238	X03	4.5	B	4.9	B	-31	B	-36	B	-6	B	-6	X03	B	B	B	B
270986	Europe	40	238	X03	5.5	X03	6	B	-45	B	-51	B	-9	X03	-10	X03	X03	B	B	B
271052	Europe	40	238	X03	6.2	X03	6.8	B	-47	B	-60	B	-9	B	-14	X03	X03	B	B	B
271087	Europe	40	238	X03	4.5	X03	5.1	B	-35	B	-46	B	-8	B	-9	X03	X03	B	B	B
271117	Europe	40	238	X03	3.5	X03	4	B	-25	B	-32	B	-7	B	-12	X03	X03	B	B	B
271156	Asia	38	246	X03	4.8	X03	5.5	B	-36	B	-54	B	-9	X03	-15	X03	X03	B	B	B
271218	Europe	40	238	X03	4.5	X03	5.1	B	-36	B	-42	B	-6	B	-10	X03	X03	B	B	B
271237	Europe	40	238	X03	4.1	X03	4.7	B	-32	B	-40	B	-10	B	-12	X03	X03	B	B	B
271239	Europe	40	238	X03	3.6	X03	4.2	B	-24	B	-29	B	-2	B	-4	X03	X03	B	B	B
271339	Europe	40	238	X03	3.6	X03	4.2	B	-30	B	-36	B	-3	B	-4	X03	X03	B	B	B
271378	Europe	40	238	X03	5.7	B	6.2	B	-48	B	-57	B	-10	B	-13	X03	B	B	B	B
271412	Europe	40	238	X03	5	X03	5.5	B	-40	B	-52	B	-8	B	-13	X03	X03	B	B	B
271487	Europe	40	238	X03	5.5	X03	6	B	-43	B	-54	B	-7	B	-12	X03	X03	B	B	B
271664	Europe	40	238	X03	4.5	X03	4.8	B	-41	B	-46	B	-5	B	-7	X03	X03	B	B	B
271744	Europe	40	238	X03	5.9	X03	6.3	B	-39	B	-56	B	-6	B	-8	X03	X03	B	B	B
271873	Europe	40	237	X03	7.3	X03	7.7	B	-52	B	-66	B	-6	B	-8	X03	X03	B	B	B
271956	Europe	40	238	X03	3.6	X03	4.2	B	-24	B	-37	B	-9	B	-12	X03	X03	B	B	B
271972	Europe	40	238	X03	5.4	B	5.8	B	-40	B	-46	B	-10	B	-11	X03	B	B	B	B
271992	Europe	40	238	X03	3.1	X03	3.9	B	-22	B	-30	B	-8	B	-12	X03	X03	B	B	B
272023	Europe	40	238	X03	5.9	X03	6.2	B	-41	X12	-58	B	-6	X03	-7	X03	X03	B	B	B
272092	Europe	1	335	X03	5	B	5.5	B	-59	B	-70	B	-9	B	-13	X03	B	B	B	B
272470	Europe	1	334	X03	5.5	X03	6.3	B	-60	B	-78	B	-9	B	-16	X03	X03	B	B	B
275955	Europe	1	291	X03	4.2	X03	5.2	B	-44	B	-61	B	-9	B	-16	X03	X03	B	B	B
276031	Europe	1	291	X03	5.1	B	5.8	B	-49	B	-68	B	-13	B	-15	X03	B	B	B	B
276523	Europe	1	291	X03	4.7	X03	5.4	B	-49	B	-62	B	-14	B	-18	X03	X03	B	B	B
276595	Europe	1	291	X03	4.5	B	5.2	B	-47	B	-62	B	-12	B	-18	X03	B	B	B	B
276703	Europe	1	291	X03	5.5	X03	6.5	B	-61	D	-84	B	-10	X19	-15	X03	X03	B	B	B
277025	Europe	1	291	X03	4.5	X03	5.3	B	-50	B	-66	B	-13	B	-18	X03	X03	B	B	B
277809	Europe	1	291	X03	5.5	B	6.3	B	-62	B	-74	B	-12	X03	-17	X03	B	B	B	B
278445	Europe	1	291	X03	4.4	B	5.1	B	-45	B	-60	B	-12	B	-18	X03	B	B	B	B
278611	Europe	1	291	X03	4.3	X03	5.1	B	-46	B	-63	B	-13	B	-18	X03	X03	B	B	B
278691	Europe	1	291	X03	5.1	X03	6.1	B	-56	B	-69	B	-14	X03	-19	X03	X03	B	B	B
279055	Europe	1	291	X03	6.2	B	7	B	-68	B	-90	B	-10	B	-14	X03	B	B	B	B
279265	Europe	1	291	X03	5.6	X03	6.5	B	-64	B	-79	B	-15	X03	-21	X03	X03	B	B	B
279393	Europe	1	291	X03	5.5	B	6.3	B	-61	B	-72	B	-14	X03	-19	X03	B	B	B	B
279877	Europe	1	291	X03	5	X42	5.7	B	-52	X12	-70	B	-12	B	-16	X03	X42	B	B	B
280297	Europe	1	291	X03	5	X03	5.5	B	-47	B	-62	B	-13	B	-18	X03	X03	B	B	B
280847	North America	1	299	X03	5.7	B	6.2	B	-67	B	-77	B	-10	B	-11	X03	B	B	B	B
281030	North America	1	299	X03	4.5	X03	5.2	B	-44	B	-62	B	-9	B	-12	X03	X03	B	B	B
281268	North America	1	299	X03	6.1	X42	6.7	B	-70	X12	-84	B	-17	X47	-22	X03	X42	B	B	B
281288	North America	1	301	X03	5.9	X03	6.3	B	-66	B	-83	B	-10	B	-14	X03	X03	B	B	B
289467	Europe	1	323	X03	4.6	X03	5.5	B	-60	B	-79	B	-9	X03	-13	X03	X03	B	B	B
289479	Europe	1	335	X03	5.8	X03	6.2	B	-62	B	-78	B	-10	X03	-16	X03	X03	B	B	B
289487	Europe	1	335	X03	5	X03	5.5	B	-49	B	-66	B	-13	B	-20	X03	X03	B	B	B
289497	Europe	1	335	X03	5.1	X03	5.7	B	-56	B	-81	B	-13	X19	-18	X03	X03	B	B	B
289507	Europe	1	335	X03	3.9	X03	4.2	B	-42	B	-58	B	-9	B	-14	X03	X03	B	B	B
289515	Europe	1	335	X03	4.9	X03	5.7	B	-68	B	-76	B	-5	B	-7	X03	X03	B	B	B
289535	Europe	1	335	X03	4.1	X03	4.6	B	-43	B	-56	B	-11	X03	-13	X03	X03	B	B	B
289537	Europe	1	335	X03	4.5	X03	5	B	-44	B	-54	B	-6	B	-10	X03	X03	B	B	B
289547	Europe	1	335	X03	3.9	X03	4.7	B	-38	B	-54	B	-11	B	-18	X03	X03	B	B	B
289561	Europe	1	335	X03	5.2	X03	6	B	-64	B	-85	B	-11	X03	-16	X03	X03	B	B	B
289563	Europe	1	335	X03	5.7	X03	6.4	B	-71	B	-76	B	-5	B	-7	X03	X03	B	B	B
289565	Europe	1	335	X03	4.5	X03	5	B	-44	B	-59	B	-7	B	-10	X03	X03	B	B	B
289585	Europe	1	335	X03	5.2	X03	5.7	B	-61	B	-72	B	-9	X03	-11	X03	X03	B	B	B
289617	Europe	1	335	X03	5.2	X03	6	B	-67	B	-77	B	-8	B	-12	X03	X03	B	B	B
289619	Europe	1	335	X03	4.6	X03	5.3	B	-49	B	-65	B	-13	X47	-18	X03	X03	B	B	B
289641	Europe	1	335	X03	5.1	X03	5.5	B	-66	B	-75	B	-6	X03	-9	X03	X03	B	B	B
289663	Europe	1	335	X03	6.2	X03	6.9	B	-84	B	-92	B	-6	B	-9	X03	X03	B	B	B
289669	Europe	1	335	X03	4.5	X03	5	B	-55	B	-60	B	-4	B	-8	X03	X03	B	B	B
289673	Europe	1	335	X03	5.6	X03	6	B	-71	B	-88	B	-10	B	-16	X03	X03	B	B	B
289675	Europe	1	335	X03	4.3	X03	5	B	-45	B	-60	B	-8	B	-14	X03	X03	B	B	B
289683	Europe	1	335	X03	5	X03	5.2	B	-56	B	-65	B	-8	X03	-9	X03	X03	B	B	B
289687	Europe	1	335	X03	5.5	X03	6	B	-59	B	-75	B	-12	B	-20	X03	X03	B	B	B
289697	Europe	1	335	X03	4.6	B	5.2	B	-54	B	-61	B	-6	B	-8	X03	B	B	B	B
289709	Europe	1	335	X03	6	X03	6.5	B	-64	B	-85	B	-8	B	-10	X03	X03	B	B	B
289719	Europe	1	335	X03	5.1	X03	5.8	B	-53	B	-67	B	-8	B	-10	X03	X03	B	B	B
289739	Europe	1	335	X03	4.3	B	4.8	B	-48	B	-55	B	-6	B	-7	X03	B	B	B	B
289741	Europe	1	335	X03	4.2	X03	4.9	B	-45	B	-57	B	-12	X03	-18	X03	X03	B	B	B
289743	Europe	1	335	X03	5.1	X03	5.6	B	-53	B	-72	B	-11	B	-18	X03	X03	B	B	B
289751	Europe	1	335	X03	4.8	X03	5.6	B	-68	B	-86	B	-10	X03	-13	X03	X03	B	B	B
289753	Europe	1	335	X03	4.5	X03	5.3	B	-48	B	-67	B	-10	X03	-17	X03	X03	B	B	B
289761	Europe	1	335	X03	4.8	X03	5.8	B	-62	B	-75	B	-6	X03	-11	X03	X03	B	B	B
289777	Europe	1	335	X03	5.1	X03	5.5	B	-63	B	-71	B	-7	B	-10	X03	X03	B	B	B
289801	Europe	1	335	X03	4.6	B	5.2	B	-53	B	-58	B	-6	B	-9	X03	B	B	B	B
289819	Europe	1	335	X03	4.6	X03	5	B	-56	B	-66	B	-5	B	-9	X03	X03	B	B	B
289829	Europe	1	335	X03	5.6	X03	6.5	B	-69	B	-86	B	-9	B	-16	X03	X03	B	B	B
289845	Europe	1	335	X03	4.3	X03	5	B	-46	B	-56	B	-8	B	-12	X03	X03	B	B	B
289849	Europe	1	335	X03	3.9	X03	4.3	B	-35	B	-45	B	-8	B	-10	X03	X03	B	B	B
289855	Europe	1	335	X03	4.5	X03	5.1	B	-43	B	-61	B	-12	X47	-18	X03	X03	B	B	B
289871	Europe	1	335	X03	4.9	X03	5.5	B	-54	B	-65	B	-4	X03	-7	X03	X03	B	B	B
289873	Europe	1	335	X03	4.6	X03	5.2	B	-52	B	-66	B	-5	B	-9	X03	X03	B	B	B
289879	Europe	1	335	X03	4.1	X03	4.9	B	-51	B	-57	B	-6	B	-8	X03	X03	B	B	B
289881	Europe	1	335	X03	4.2	X03	5.1	B	-52	B	-63	B	-9	B	-13	X03	X03	B	B	B
289889	Europe	1	335	X03	5	X03	5.2	B	-63	B	-70	B	-6	B	-8	X03	X03	B	B	B
289891	Europe	1	335	X03	5.6	X03	6.2	B	-73	B	-81	B	-5	B	-7	X03	X03	B	B	B
289913	Europe	1	335	X03	2.9	X03	3.6	B	-31	B	-45	B	-6	B	-8	X03	X03	B	B	B
289923	Europe	1	335	X03	4.4	X03	5.2	B	-55	B	-66	B	-7	B	-9	X03	X03	B	B	B
289927	Europe	1	335	X03	3.7	X03	4.1	B	-36	B	-50	B	-7	X03	-11	X03	X03	B	B	B
289933	Europe	1	335	X03	5.9	X03	6.5	B	-66	B	-86	B	-9	B	-12	X03	X03	B	B	B
289955	Europe	1	335	X03	5	X03	5.5	B	-53	B	-71	B	-12	B	-19	X03	X03	B	B	B
289971	Europe	1	335	X03	4.9	X03	5.8	B	-61	B	-75	B	-6	B	-9	X03	X03	B	B	B
289981	Europe	1	335	X03	4.1	X03	4.7	B	-50	B	-62	B	-7	B	-12	X03	X03	B	B	B
289987	Europe	1	335	X03	6.3	X03	6.8	B	-85	B	-96	B	-8	B	-11	X03	X03	B	B	B
289989	Europe	1	335	X03	5.7	B	6.2	B	-70	B	-75	B	-8	B	-12	X03	B	B	B	B
289991	Europe	1	335	X03	4.4	X03	4.8	B	-56	B	-67	B	-9	B	-10	X03	X03	B	B	B
290001	Europe	1	335	X03	5.5	X03	6.3	B	-60	B	-80	B	-11	B	-14	X03	X03	B	B	B
290007	Europe	1	335	X03	5	X03	5.5	B	-69	B	-85	B	-9	X03	-13	X03	X03	B	B	B
290009	Europe	1	335	X03	5.2	X03	5.7	B	-57	B	-75	B	-8	B	-10	X03	X03	B	B	B
290011	Europe	1	333	X03	5.6	X03	6.5	B	-73	B	-88	B	-10	B	-16	X03	X03	B	B	B
290077	Europe	1	335	X03	4.8	X03	5.6	B	-68	B	-83	B	-8	X03	-9	X03	X03	B	B	B
290087	Europe	1	335	X03	4.4	X03	5	B	-46	B	-59	B	-8	B	-11	X03	X03	B	B	B
290093	Europe	1	335	X03	5.3	X03	5.8	B	-67	B	-79	B	-5	B	-9	X03	X03	B	B	B
290135	Europe	1	335	X03	4.1	X03	4.9	B	-46	B	-52	B	-10	B	-14	X03	X03	B	B	B
290137	Europe	1	335	X03	4.2	X03	5.2	B	-49	B	-65	B	-9	B	-14	X03	X03	B	B	B
290147	Europe	1	335	X03	5.6	X03	6	B	-60	B	-77	B	-6	B	-8	X03	X03	B	B	B
290149	Europe	1	335	X03	4.8	X03	5.3	B	-58	B	-71	B	-8	B	-12	X03	X03	B	B	B
290157	Europe	1	335	X03	5.7	X03	6.4	B	-73	B	-92	B	-8	B	-12	X03	X03	B	B	B
290161	Europe	1	335	X03	4.6	X03	5.5	B	-55	B	-66	B	-7	B	-11	X03	X03	B	B	B
290167	Europe	1	335	X03	5.2	X03	6.3	B	-61	B	-76	B	-8	X19	-15	X03	X03	B	B	B
290171	Europe	1	335	X03	4.8	X03	5.6	B	-50	B	-65	B	-10	B	-14	X03	X03	B	B	B
290179	Europe	1	335	X03	5.5	X03	6.2	B	-70	B	-80	B	-6	B	-8	X03	X03	B	B	B
290187	Europe	1	335	X03	4.5	X03	5.5	B	-51	B	-62	B	-6	B	-8	X03	X03	B	B	B
290197	Europe	1	334	X03	4.5	B	5.1	B	-47	B	-61	B	-11	B	-16	X03	B	B	B	B
290221	Europe	1	335	X03	5	X03	5.5	B	-64	B	-75	B	-6	B	-8	X03	X03	B	B	B
290233	Europe	1	335	X03	4.3	X03	4.9	B	-46	B	-62	B	-9	B	-14	X03	X03	B	B	B
290235	Europe	1	334	X03	5	X03	5.7	B	-60	B	-72	B	-11	X47	-16	X03	X03	B	B	B
290241	Europe	1	334	X03	6	X03	6.6	B	-79	B	-90	B	-8	X03	-11	X03	X03	B	B	B
290261	Europe	1	335	X03	3.8	X03	4.5	B	-40	B	-47	B	-7	B	-8	X03	X03	B	B	B
290271	Europe	1	335	X03	5	X03	5.5	B	-62	B	-71	B	-9	B	-9	X03	X03	B	B	B
290277	Europe	1	335	X03	6.2	X03	6.8	B	-84	B	-99	B	-11	B	-18	X03	X03	B	B	B
290287	Europe	1	335	X03	3.9	X03	4.8	B	-46	B	-58	B	-7	B	-12	X03	X03	B	B	B
290315	Europe	1	335	X03	5	X03	5.5	B	-61	B	-79	B	-9	X03	-14	X03	X03	B	B	B
290333	Europe	1	335	X03	5.5	X03	5.9	B	-58	B	-79	B	-7	B	-8	X03	X03	B	B	B
290335	Europe	1	335	X03	5.2	X03	5.8	B	-57	B	-77	B	-10	B	-14	X03	X03	B	B	B
290359	Europe	1	335	X03	5.8	X03	6.1	B	-67	B	-82	B	-9	X03	-15	X03	X03	B	B	B
290403	Europe	1	335	X03	5.2	X03	5.8	B	-67	B	-84	B	-11	X03	-13	X03	X03	B	B	B
290409	Europe	1	335	X03	4.3	X03	5	B	-45	B	-60	B	-8	B	-14	X03	X03	B	B	B
290411	Europe	1	335	X03	4.3	X03	4.6	B	-47	B	-60	B	-5	B	-8	X03	X03	B	B	B
290443	Europe	1	335	X03	4.9	X03	5.6	B	-60	B	-69	B	-7	B	-9	X03	X03	B	B	B
290447	Europe	1	335	X03	4.8	X03	5.3	B	-52	B	-66	B	-7	B	-12	X03	X03	B	B	B
290461	Europe	1	335	X03	4.9	X03	5.8	B	-57	B	-70	B	-6	B	-12	X03	X03	B	B	B
290469	Europe	1	335	X03	4.5	X03	5.2	B	-51	B	-58	B	-7	B	-9	X03	X03	B	B	B
290479	Europe	1	335	X03	5.5	B	6	B	-55	B	-70	B	-13	X47	-18	X03	B	B	B	B
290481	Europe	1	333	X03	5.6	X03	6	B	-68	B	-76	B	-7	B	-10	X03	X03	B	B	B
290499	Europe	1	335	X03	4.5	X03	5.1	B	-45	B	-55	B	-9	B	-14	X03	X03	B	B	B
290501	Europe	1	335	X03	6.2	X03	6.7	B	-71	B	-87	B	-8	B	-9	X03	X03	B	B	B
290503	Europe	1	335	X03	5.2	X03	5.7	B	-53	B	-72	B	-7	B	-10	X03	X03	B	B	B
290511	Europe	1	335	X03	4.6	X03	5.5	B	-46	B	-66	B	-12	B	-18	X03	X03	B	B	B
290517	Europe	1	335	X03	4.6	X03	5.2	B	-52	B	-63	B	-6	B	-10	X03	X03	B	B	B
290519	Europe	1	335	X03	6	X03	6.5	B	-79	B	-88	B	-7	X03	-11	X03	X03	B	B	B
290523	Europe	1	335	X03	5.2	X03	6	B	-59	B	-75	B	-8	B	-12	X03	X03	B	B	B
290525	Europe	1	335	X03	4.8	X03	5	B	-53	B	-59	B	-7	B	-9	X03	X03	B	B	B
290565	Europe	1	335	X03	6.5	X03	7	B	-85	B	-103	B	-9	B	-15	X03	X03	B	B	B
290575	Europe	1	335	X03	3.7	X03	4.4	B	-40	B	-55	B	-10	B	-15	X03	X03	B	B	B
290589	Europe	1	335	X03	5	X03	5.8	B	-55	B	-70	B	-8	B	-11	X03	X03	B	B	B
290597	Europe	1	335	X03	4.4	X03	5	B	-53	B	-63	B	-6	B	-12	X03	X03	B	B	B
290601	Europe	1	335	X03	4.4	X03	5.2	B	-42	B	-61	B	-11	B	-18	X03	X03	B	B	B
290603	Europe	1	335	X03	4.9	X03	5.4	B	-60	B	-66	B	-6	B	-10	X03	X03	B	B	B
290609	Europe	1	335	X03	5.3	X03	5.6	B	-62	B	-81	B	-9	X03	-12	X03	X03	B	B	B
290615	Europe	1	335	X03	5.6	B	6	B	-67	B	-78	B	-9	X19	-11	X03	B	B	B	B
290623	Europe	1	335	X03	6	X03	6.8	B	-73	B	-85	B	-8	B	-12	X03	X03	B	B	B
290631	Europe	1	335	X03	4.6	X03	5.2	B	-56	B	-64	B	-6	B	-8	X03	X03	B	B	B
290643	Europe	1	335	X03	4.9	X03	5.5	B	-51	B	-62	B	-9	B	-12	X03	X03	B	B	B
290647	Europe	1	335	X03	4.5	X03	5	B	-51	B	-61	B	-4	B	-8	X03	X03	B	B	B
290663	Europe	1	335	X03	3.7	X03	4.4	B	-39	B	-55	B	-10	B	-15	X03	X03	B	B	B
290665	Europe	1	335	X03	5	X03	5.5	B	-51	B	-61	B	-11	B	-16	X03	X03	B	B	B
290673	Europe	1	335	X03	4.6	X03	5.7	B	-55	B	-71	B	-11	B	-20	X03	X03	B	B	B
290711	Europe	1	335	X03	4.5	X03	5.5	B	-53	B	-68	B	-11	B	-18	X03	X03	B	B	B
290711	Europe	1	335	X03	4.5	X03	5.5	B	-53	B	-68	B	-11	B	-18	X03	X03	B	B	B
290721	Europe	1	335	X03	4.3	X03	5	B	-47	B	-61	B	-7	B	-12	X03	X03	B	B	B
290721	Europe	1	335	X03	4.3	X03	5	B	-47	B	-61	B	-7	B	-12	X03	X03	B	B	B
290737	Europe	1	335	X03	3.9	X03	4.5	B	-43	B	-53	B	-6	B	-10	X03	X03	B	B	B
290737	Europe	1	335	X03	3.9	X03	4.5	B	-43	B	-53	B	-6	B	-10	X03	X03	B	B	B
290739	Europe	1	335	X03	4.2	X03	4.8	B	-42	B	-60	B	-12	B	-19	X03	X03	B	B	B
290739	Europe	1	335	X03	4.2	X03	4.8	B	-42	B	-60	B	-12	B	-19	X03	X03	B	B	B
290769	Europe	1	333	X03	5.1	B	5.8	B	-60	B	-68	B	-6	B	-12	X03	B	B	B	B
290769	Europe	1	333	X03	5.1	B	5.8	B	-60	B	-68	B	-6	B	-12	X03	B	B	B	B
290785	Europe	1	335	X03	3.9	X03	4.5	B	-48	B	-57	B	-6	B	-8	X03	X03	B	B	B
290785	Europe	1	335	X03	3.9	X03	4.5	B	-48	B	-57	B	-6	B	-8	X03	X03	B	B	B
290801	Europe	1	335	X03	3.9	X03	4.5	B	-44	B	-59	B	-10	B	-15	X03	X03	B	B	B
290801	Europe	1	335	X03	3.9	X03	4.5	B	-44	B	-59	B	-10	B	-15	X03	X03	B	B	B
290819	Europe	1	335	X03	4.5	B	5.3	B	-55	B	-60	B	-6	B	-9	X03	B	B	B	B
290819	Europe	1	335	X03	4.5	B	5.3	B	-55	B	-60	B	-6	B	-9	X03	B	B	B	B
290829	Europe	1	335	X03	5.1	X03	5.7	B	-49	B	-65	B	-10	B	-14	X03	X03	B	B	B
290829	Europe	1	335	X03	5.1	X03	5.7	B	-49	B	-65	B	-10	B	-14	X03	X03	B	B	B
290841	Europe	1	335	X03	7.5	X03	8	B	-102	B	-108	B	-4	B	-5	X03	X03	B	B	B
290841	Europe	1	335	X03	7.5	X03	8	B	-102	B	-108	B	-4	B	-5	X03	X03	B	B	B
290845	Europe	1	335	X03	5.2	X03	5.8	B	-67	B	-80	B	-6	B	-10	X03	X03	B	B	B
290845	Europe	1	335	X03	5.2	X03	5.8	B	-67	B	-80	B	-6	B	-10	X03	X03	B	B	B
290857	Europe	1	335	X03	4.1	B	4.7	B	-36	B	-51	B	-12	B	-18	X03	B	B	B	B
290857	Europe	1	335	X03	4.1	B	4.7	B	-36	B	-51	B	-12	B	-18	X03	B	B	B	B
290863	Europe	1	335	X03	4.4	X03	5.3	B	-54	B	-69	B	-7	B	-12	X03	X03	B	B	B
290863	Europe	1	335	X03	4.4	X03	5.3	B	-54	B	-69	B	-7	B	-12	X03	X03	B	B	B
290865	Europe	1	335	X03	4.8	X03	5.6	B	-50	B	-68	B	-10	B	-18	X03	X03	B	B	B
290865	Europe	1	335	X03	4.8	X03	5.6	B	-50	B	-68	B	-10	B	-18	X03	X03	B	B	B
